Identificador,Producto,Cantidad,Precio Unitario,Total Pagado,Forma de pago,Lugar Compra,Fecha Compra
TXN_1524626,Granizado,2,4.0,8.0,Nequi/Daviplata,,2023-12-29
TXN_7275407,Granizado,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-10-20
TXN_2889622,Jugo,4,3.0,12.0,Tarjeta Crédito,,2023-11-01
TXN_6849113,Galleta,ERROR,1.0,1.0,Tarjeta Crédito,,2023-07-14
TXN_2265316,Galleta,,1.0,3.0,Tarjeta Crédito,Restaurante,2023-12-29
TXN_9472241,Ensalada,3,5.0,15.0,Efectivo,Para llevar,2023-06-30
TXN_7345414,Ensalada,1,,5.0,,DESCONOCIDO,2023-02-15
TXN_4473352,Torta,1,3.0,3.0,DESCONOCIDO,Restaurante,2023-11-16
TXN_2814363,Te,2,1.5,3.0,,,2023-07-02
TXN_1846004,Jugo,3,3.0,9.0,Efectivo,Restaurante,2023-05-21
TXN_7140471,Torta,1,3.0,3.0,Tarjeta Crédito,,2023-05-25
TXN_3119542,Granizado,1,4.0,4.0,Tarjeta Crédito,,2023-10-31
TXN_7773968,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-02-24
TXN_9081088,Te,2,1.5,3.0,Efectivo,Para llevar,2023-02-27
TXN_8559167,Sandwich,5,4.0,DESCONOCIDO,DESCONOCIDO,Para llevar,2023-12-09
TXN_1130191,Granizado,2,4.0,8.0,Efectivo,Restaurante,2023-04-06
TXN_5215451,Sandwich,5,4.0,20.0,Nequi/Daviplata,,2023-11-02
TXN_1040764,Café,3,2.0,6.0,Efectivo,Para llevar,2023-07-27
TXN_5457133,Jugo,5,3.0,15.0,ERROR,Restaurante,2023-03-03
TXN_8365478,,3,4.0,12.0,Efectivo,Para llevar,2023-02-06
TXN_2100697,Café,3,2.0,6.0,Nequi/Daviplata,Para llevar,2023-09-19
TXN_7676968,Granizado,4,4.0,16.0,DESCONOCIDO,Restaurante,2023-02-21
TXN_5726998,Torta,3,3.0,9.0,Tarjeta Crédito,,2023-08-12
TXN_4134594,Sandwich,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-09-27
TXN_5079340,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-08-18
TXN_8276635,,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-12-16
TXN_1380601,Te,4,1.5,6.0,Nequi/Daviplata,Restaurante,2023-03-11
TXN_3959152,Jugo,1,3.0,3.0,,Restaurante,2023-05-21
TXN_7776739,Te,2,1.5,3.0,,Para llevar,2023-02-23
TXN_7569615,ERROR,2,3.0,6.0,Efectivo,Para llevar,2023-06-07
TXN_8703771,Torta,5,3.0,15.0,,Restaurante,2023-05-12
TXN_2052395,Granizado,3,4.0,12.0,Tarjeta Crédito,Restaurante,2023-07-06
TXN_9421441,,2,4.0,8.0,Efectivo,,2023-06-20
TXN_9065402,DESCONOCIDO,1,5.0,5.0,Efectivo,Para llevar,2023-12-22
TXN_3638955,Galleta,2,,2.0,Efectivo,Para llevar,2023-09-02
TXN_2635532,ERROR,4,4.0,16.0,Efectivo,Para llevar,2023-01-14
TXN_8256593,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-08-09
TXN_9271457,Torta,3,3.0,9.0,Nequi/Daviplata,Restaurante,2023-02-27
TXN_5392603,Café,1,2.0,2.0,Efectivo,Restaurante,2023-05-14
TXN_6319728,Café,,2.0,4.0,Tarjeta Crédito,Restaurante,2023-07-18
TXN_9263299,Galleta,2,1.0,2.0,Tarjeta Crédito,Para llevar,2023-10-08
TXN_2301505,Torta,5,3.0,15.0,Nequi/Daviplata,,2023-03-21
TXN_5895177,Torta,5,3.0,15.0,,,2023-08-16
TXN_8751516,Te,3,1.5,4.5,Efectivo,Para llevar,
TXN_8147357,Te,5,1.5,7.5,,Para llevar,2023-04-20
TXN_1436343,Galleta,1,1.0,1.0,Tarjeta Crédito,Restaurante,2023-11-26
TXN_2214698,Ensalada,4,5.0,20.0,Tarjeta Crédito,,2023-10-10
TXN_7480234,Ensalada,1,5.0,5.0,Efectivo,Para llevar,2023-05-10
TXN_3283097,ERROR,5,2.0,10.0,Efectivo,Para llevar,2023-02-28
TXN_2633602,DESCONOCIDO,2,3.0,6.0,Nequi/Daviplata,Restaurante,2023-02-02
TXN_3093219,Jugo,5,3.0,DESCONOCIDO,Efectivo,,2023-01-28
TXN_3515730,,1,1.0,1.0,Tarjeta Crédito,,2023-08-14
TXN_3665733,Café,5,2.0,10.0,Efectivo,Para llevar,DESCONOCIDO
TXN_4010658,Te,5,1.5,7.5,,,2023-09-26
TXN_1454467,Jugo,3,3.0,9.0,Efectivo,Restaurante,2023-03-15
TXN_2598728,Torta,2,3.0,6.0,Tarjeta Crédito,,2023-01-13
TXN_3390285,Te,2,1.5,3.0,,Para llevar,2023-02-06
TXN_8224079,Galleta,5,1.0,5.0,Efectivo,Restaurante,2023-10-16
TXN_1916339,Torta,1,3.0,3.0,Efectivo,Restaurante,2023-07-15
TXN_8611035,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-05-28
TXN_3595735,Te,4,1.5,6.0,Nequi/Daviplata,Para llevar,2023-03-26
TXN_4884822,Galleta,1,1.0,1.0,Tarjeta Crédito,,2023-04-23
TXN_3668051,Torta,1,3.0,3.0,DESCONOCIDO,DESCONOCIDO,2023-11-17
TXN_6169633,Ensalada,4,5.0,20.0,Tarjeta Crédito,Para llevar,2023-12-20
TXN_3884811,Café,4,2.0,8.0,Tarjeta Crédito,,2023-06-10
TXN_7050740,ERROR,1,3.0,3.0,Efectivo,Para llevar,2023-07-12
TXN_1234097,Galleta,4,,4.0,Efectivo,,2023-12-04
TXN_4518102,Te,5,1.5,7.5,Tarjeta Crédito,Restaurante,2023-02-08
TXN_5939055,Café,3,2.0,DESCONOCIDO,ERROR,Para llevar,2023-10-21
TXN_7809183,ERROR,4,1.0,4.0,Nequi/Daviplata,Para llevar,2023-09-08
TXN_6071202,ERROR,1,1.0,1.0,Efectivo,Restaurante,2023-06-07
TXN_8158496,Te,4,1.5,6.0,Efectivo,,2023-06-19
TXN_2726848,Torta,5,3.0,ERROR,Tarjeta Crédito,,2023-09-11
TXN_3666858,Torta,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-12-27
TXN_5499915,Galleta,2,1.0,2.0,Nequi/Daviplata,Para llevar,2023-02-01
TXN_4660753,Jugo,,3.0,3.0,Tarjeta Crédito,Para llevar,2023-10-04
TXN_8089522,Sandwich,4,ERROR,16.0,Efectivo,Para llevar,2023-02-12
TXN_1564754,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-03-14
TXN_1824506,Torta,1,3.0,3.0,Efectivo,Restaurante,2023-03-02
TXN_3229758,Café,4,2.0,8.0,Efectivo,Para llevar,DESCONOCIDO
TXN_3677592,Sandwich,2,4.0,8.0,Efectivo,,2023-05-29
TXN_1002457,Galleta,5,1.0,5.0,Nequi/Daviplata,Para llevar,2023-09-29
TXN_8056263,Granizado,5,4.0,20.0,,Restaurante,2023-04-20
TXN_4732351,Sandwich,1,4.0,4.0,Nequi/Daviplata,Restaurante,2023-04-22
TXN_8049191,Torta,3,3.0,9.0,Tarjeta Crédito,ERROR,2023-07-31
TXN_4980036,Torta,2,3.0,6.0,Efectivo,Para llevar,2023-01-05
TXN_3022839,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-08-25
TXN_7701070,Café,5,2.0,10.0,Tarjeta Crédito,Para llevar,2023-07-28
TXN_8048037,Sandwich,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-03-31
TXN_4619029,Sandwich,3,4.0,12.0,Tarjeta Crédito,Restaurante,
TXN_4444463,Torta,4,3.0,12.0,ERROR,,2023-05-16
TXN_1887522,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-02-20
TXN_6908953,Te,1,1.5,1.5,,Restaurante,2023-12-08
TXN_4759769,Sandwich,1,4.0,4.0,,Restaurante,2023-08-03
TXN_2254479,Te,2,1.5,3.0,,Para llevar,2023-08-03
TXN_7555408,Ensalada,2,5.0,10.0,DESCONOCIDO,Restaurante,2023-06-06
TXN_6857943,Torta,5,3.0,15.0,,Para llevar,2023-01-08
TXN_4796350,ERROR,ERROR,4.0,12.0,,Para llevar,DESCONOCIDO
TXN_9552845,Sandwich,3,4.0,12.0,Efectivo,ERROR,2023-02-18
TXN_6769465,Jugo,5,3.0,15.0,Nequi/Daviplata,Restaurante,2023-06-13
TXN_7438831,Café,5,ERROR,10.0,ERROR,,2023-12-24
TXN_3871837,Te,DESCONOCIDO,1.5,4.5,Nequi/Daviplata,Para llevar,2023-12-15
TXN_3656762,Sandwich,2,4.0,8.0,,Para llevar,2023-07-31
TXN_4980282,Torta,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-10-22
TXN_3580786,Te,1,ERROR,1.5,DESCONOCIDO,Restaurante,2023-03-28
TXN_4355728,,4,3.0,12.0,Tarjeta Crédito,,2023-03-06
TXN_2508476,Granizado,5,4.0,20.0,Efectivo,ERROR,2023-04-14
TXN_1325631,Torta,4,DESCONOCIDO,12.0,Tarjeta Crédito,Restaurante,2023-02-11
TXN_8209125,Galleta,3,1.0,3.0,Tarjeta Crédito,Para llevar,2023-01-30
TXN_1751164,Ensalada,2,5.0,10.0,Efectivo,,2023-09-11
TXN_3730415,Torta,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-04-09
TXN_4134253,Te,4,1.5,6.0,Efectivo,Restaurante,2023-10-07
TXN_3256497,Café,2,2.0,4.0,Efectivo,DESCONOCIDO,2023-08-20
TXN_8763180,Granizado,1,4.0,,,Para llevar,2023-04-16
TXN_3219175,Sandwich,5,4.0,20.0,,ERROR,2023-02-23
TXN_6234872,Granizado,1,4.0,ERROR,,ERROR,2023-12-23
TXN_7919440,Te,4,1.5,6.0,Efectivo,DESCONOCIDO,2023-08-19
TXN_7558641,Café,1,2.0,2.0,Nequi/Daviplata,Restaurante,2023-12-22
TXN_9940220,Jugo,2,3.0,6.0,,Para llevar,2023-03-05
TXN_8805984,Jugo,2,3.0,6.0,Tarjeta Crédito,Para llevar,
TXN_2130483,Te,4,1.5,6.0,Efectivo,,2023-11-25
TXN_1972584,Sandwich,5,4.0,20.0,Nequi/Daviplata,,2023-07-10
TXN_3150792,Café,5,2.0,,Efectivo,,2023-07-02
TXN_2980008,Torta,3,3.0,9.0,Nequi/Daviplata,,2023-11-17
TXN_5511805,Jugo,1,3.0,DESCONOCIDO,,Para llevar,2023-06-03
TXN_7292548,Galleta,4,1.0,4.0,Nequi/Daviplata,,2023-03-24
TXN_2169664,Granizado,1,4.0,4.0,Efectivo,,2023-07-23
TXN_3234877,Café,4,2.0,8.0,Efectivo,Para llevar,2023-07-29
TXN_6368719,Torta,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-01-03
TXN_8852585,Sandwich,4,4.0,16.0,Tarjeta Crédito,Para llevar,2023-01-05
TXN_9201010,Ensalada,1,5.0,5.0,Tarjeta Crédito,Para llevar,2023-03-15
TXN_7817014,Galleta,1,1.0,1.0,Nequi/Daviplata,Para llevar,ERROR
TXN_2873990,Sandwich,2,4.0,8.0,,,2023-03-12
TXN_3088796,Sandwich,4,4.0,16.0,Tarjeta Crédito,,2023-08-16
TXN_3414935,Café,4,2.0,8.0,,Restaurante,2023-08-03
TXN_3607652,Ensalada,4,5.0,20.0,Nequi/Daviplata,Restaurante,2023-06-05
TXN_8502094,Jugo,5,3.0,15.0,Tarjeta Crédito,Restaurante,2023-03-21
TXN_9068244,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-10-19
TXN_2696664,Galleta,5,1.0,5.0,,Restaurante,2023-01-07
TXN_7661609,ERROR,1,3.0,3.0,,Restaurante,2023-11-29
TXN_7633490,Galleta,1,1.0,1.0,Efectivo,Para llevar,2023-10-27
TXN_9292230,Te,4,1.5,6.0,Tarjeta Crédito,Restaurante,2023-07-14
TXN_1664665,ERROR,3,3.0,9.0,Tarjeta Crédito,Restaurante,2023-05-21
TXN_5081978,Torta,1,3.0,3.0,,Restaurante,2023-10-19
TXN_7314409,Granizado,5,4.0,20.0,Tarjeta Crédito,,2023-08-06
TXN_4573576,,2,3.0,6.0,Efectivo,Restaurante,2023-07-05
TXN_5645919,Café,3,ERROR,6.0,Tarjeta Crédito,,2023-01-17
TXN_8006668,Te,4,1.5,6.0,Tarjeta Crédito,Restaurante,2023-12-22
TXN_8818168,Jugo,4,,12.0,Nequi/Daviplata,,2023-07-20
TXN_4369043,Jugo,2,3.0,6.0,Efectivo,,2023-03-25
TXN_3560062,Galleta,1,1.0,1.0,Efectivo,Restaurante,2023-03-20
TXN_4769307,Te,5,1.5,7.5,Nequi/Daviplata,,2023-12-24
TXN_7270652,Sandwich,1,4.0,4.0,,Para llevar,2023-05-14
TXN_4991815,Torta,5,3.0,15.0,Efectivo,,2023-11-06
TXN_6360132,Sandwich,4,4.0,16.0,Efectivo,Para llevar,2023-09-16
TXN_8199829,Torta,2,3.0,6.0,Tarjeta Crédito,,2023-07-29
TXN_9166449,ERROR,4,1.0,4.0,,Para llevar,2023-07-31
TXN_7864939,Sandwich,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-08-19
TXN_2640701,Ensalada,3,5.0,15.0,,Para llevar,2023-05-07
TXN_3740963,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-01-22
TXN_8101633,Sandwich,2,4.0,8.0,,Restaurante,2023-08-10
TXN_6063966,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-10-24
TXN_3779640,Te,1,1.5,1.5,Nequi/Daviplata,Restaurante,2023-05-16
TXN_8278833,Torta,3,3.0,9.0,,,2023-02-26
TXN_8778598,Sandwich,3,4.0,12.0,Efectivo,,2023-09-02
TXN_7550103,Torta,5,3.0,15.0,,Para llevar,2023-01-19
TXN_3664656,Galleta,5,1.0,5.0,,Para llevar,2023-08-13
TXN_7296560,Jugo,2,3.0,6.0,,,2023-10-20
TXN_8136881,Ensalada,3,5.0,15.0,Efectivo,Restaurante,2023-08-28
TXN_3981449,Granizado,2,4.0,8.0,Efectivo,Restaurante,2023-06-21
TXN_5427506,Torta,DESCONOCIDO,3.0,9.0,Efectivo,Para llevar,2023-09-15
TXN_2641386,Sandwich,3,4.0,12.0,DESCONOCIDO,Para llevar,2023-03-25
TXN_1485417,Galleta,3,1.0,3.0,Efectivo,Restaurante,ERROR
TXN_4033802,Te,3,1.5,4.5,Efectivo,Para llevar,2023-03-02
TXN_7752124,ERROR,3,4.0,12.0,Tarjeta Crédito,DESCONOCIDO,2023-12-09
TXN_9762324,Torta,2,3.0,6.0,Efectivo,Restaurante,ERROR
TXN_1628509,Granizado,5,4.0,20.0,,Para llevar,DESCONOCIDO
TXN_8259257,Te,DESCONOCIDO,1.5,3.0,,Restaurante,2023-12-13
TXN_4183823,Sandwich,4,4.0,16.0,Tarjeta Crédito,ERROR,2023-03-28
TXN_2239041,ERROR,4,1.5,6.0,,Restaurante,2023-10-24
TXN_4696439,Galleta,1,1.0,1.0,Efectivo,Restaurante,2023-05-27
TXN_8826983,Granizado,5,4.0,20.0,Efectivo,Restaurante,2023-01-14
TXN_8267034,Jugo,2,3.0,6.0,,Para llevar,2023-06-20
TXN_1959334,Café,3,2.0,6.0,,,2023-06-29
TXN_6842808,Te,2,1.5,3.0,,DESCONOCIDO,2023-10-22
TXN_2947822,Torta,4,3.0,12.0,Nequi/Daviplata,Restaurante,2023-10-27
TXN_5531712,,2,1.5,3.0,Efectivo,DESCONOCIDO,2023-01-09
TXN_2148838,Sandwich,2,4.0,8.0,Tarjeta Crédito,,2023-08-05
TXN_1330506,Galleta,3,1.0,3.0,Nequi/Daviplata,DESCONOCIDO,2023-11-10
TXN_5898743,Jugo,4,3.0,ERROR,,Para llevar,DESCONOCIDO
TXN_8957369,Ensalada,4,5.0,20.0,Nequi/Daviplata,,2023-10-18
TXN_9340653,Granizado,1,4.0,4.0,Nequi/Daviplata,,2023-10-19
TXN_2493446,Sandwich,1,4.0,4.0,Efectivo,Para llevar,2023-05-19
TXN_4538354,Jugo,3,3.0,9.0,Efectivo,Para llevar,2023-04-21
TXN_7098730,Torta,2,3.0,6.0,Nequi/Daviplata,,2023-11-10
TXN_7533411,Galleta,,1.0,1.0,Nequi/Daviplata,Restaurante,2023-11-09
TXN_2690314,Te,5,1.5,7.5,Efectivo,Restaurante,2023-08-10
TXN_8171171,Café,1,2.0,2.0,,Para llevar,2023-05-13
TXN_3791639,,4,3.0,12.0,Nequi/Daviplata,,ERROR
TXN_2968827,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-09-14
TXN_4546375,ERROR,1,5.0,5.0,Tarjeta Crédito,,2023-02-20
TXN_1387401,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-10-19
TXN_6727029,Te,2,1.5,3.0,,Para llevar,2023-07-07
TXN_3917193,Jugo,5,3.0,15.0,Tarjeta Crédito,Para llevar,2023-11-17
TXN_8518516,Sandwich,4,4.0,16.0,,,2023-08-16
TXN_2062854,Sandwich,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-12-01
TXN_4075863,Granizado,3,4.0,ERROR,Efectivo,Para llevar,2023-05-21
TXN_5624860,Te,3,1.5,4.5,Tarjeta Crédito,Para llevar,2023-08-22
TXN_4621665,Granizado,5,,20.0,,,2023-01-17
TXN_6669417,Ensalada,5,5.0,25.0,,Para llevar,2023-01-03
TXN_7837381,Sandwich,5,4.0,20.0,,Para llevar,2023-07-17
TXN_1725926,Jugo,5,3.0,15.0,Tarjeta Crédito,,2023-12-23
TXN_3403173,Ensalada,1,5.0,5.0,,ERROR,2023-06-24
TXN_4186681,ERROR,4,,6.0,Nequi/Daviplata,,2023-05-24
TXN_4152036,ERROR,,3.0,6.0,Efectivo,,DESCONOCIDO
TXN_4059912,ERROR,3,4.0,12.0,,,2023-04-21
TXN_3381656,Torta,5,3.0,15.0,Efectivo,Para llevar,2023-10-26
TXN_9956154,Torta,4,3.0,12.0,,Restaurante,2023-05-11
TXN_7110444,ERROR,4,5.0,20.0,Efectivo,,2023-12-07
TXN_6250692,Sandwich,1,4.0,4.0,DESCONOCIDO,,2023-09-01
TXN_1183995,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-03-28
TXN_9452225,Te,1,1.5,1.5,ERROR,Restaurante,2023-02-26
TXN_9113574,Café,4,2.0,8.0,,Restaurante,2023-01-04
TXN_5813015,Galleta,5,1.0,5.0,Nequi/Daviplata,DESCONOCIDO,2023-10-07
TXN_3213035,Granizado,4,4.0,16.0,,Restaurante,2023-05-21
TXN_3789752,Jugo,3,ERROR,9.0,Nequi/Daviplata,Para llevar,2023-12-16
TXN_7578769,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-01-30
TXN_3515664,Café,2,2.0,4.0,Efectivo,Para llevar,2023-09-25
TXN_6209258,Jugo,1,3.0,3.0,Tarjeta Crédito,,2023-03-06
TXN_8594004,Galleta,4,1.0,4.0,Tarjeta Crédito,,2023-02-25
TXN_6422433,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,2023-05-09
TXN_2865033,Café,2,2.0,,Efectivo,,2023-08-03
TXN_5547519,Ensalada,4,5.0,20.0,,Restaurante,2023-05-13
TXN_2392263,Ensalada,5,5.0,25.0,,Para llevar,2023-02-08
TXN_3810451,Jugo,4,3.0,12.0,,ERROR,ERROR
TXN_4669664,Galleta,1,1.0,1.0,Nequi/Daviplata,Restaurante,2023-12-21
TXN_9470612,Torta,3,3.0,9.0,,Para llevar,2023-04-30
TXN_7507962,Granizado,4,DESCONOCIDO,16.0,DESCONOCIDO,,2023-06-22
TXN_1109715,Torta,1,ERROR,3.0,DESCONOCIDO,Restaurante,2023-07-15
TXN_8320245,Te,3,1.5,4.5,,Para llevar,2023-04-09
TXN_5904646,Granizado,1,4.0,4.0,ERROR,ERROR,2023-03-26
TXN_4498526,Granizado,3,4.0,12.0,Tarjeta Crédito,,2023-06-20
TXN_2744907,Ensalada,2,5.0,10.0,Nequi/Daviplata,,DESCONOCIDO
TXN_5209585,Te,2,1.5,3.0,,Para llevar,2023-08-12
TXN_2213556,Café,1,2.0,2.0,Efectivo,Restaurante,2023-05-30
TXN_3826038,Ensalada,1,5.0,5.0,Efectivo,Para llevar,2023-10-20
TXN_7596587,Te,3,1.5,4.5,Tarjeta Crédito,,2023-02-08
TXN_7380277,Sandwich,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-04-24
TXN_1353479,Granizado,4,4.0,16.0,Efectivo,,2023-09-20
TXN_6054137,Jugo,3,3.0,9.0,,Restaurante,2023-05-09
TXN_7609853,Sandwich,,4.0,4.0,Nequi/Daviplata,Restaurante,2023-04-22
TXN_9266394,Galleta,2,1.0,2.0,Tarjeta Crédito,Restaurante,2023-07-12
TXN_5448157,DESCONOCIDO,3,1.0,3.0,Tarjeta Crédito,ERROR,2023-01-11
TXN_8298311,Te,2,1.5,3.0,Nequi/Daviplata,Restaurante,
TXN_6744866,Te,4,1.5,6.0,,Para llevar,DESCONOCIDO
TXN_6152588,Café,3,2.0,6.0,Efectivo,Para llevar,2023-11-21
TXN_6569656,DESCONOCIDO,5,1.0,5.0,Efectivo,,2023-02-28
TXN_2156206,Granizado,2,4.0,8.0,,,2023-02-04
TXN_3142258,Ensalada,4,5.0,ERROR,,Para llevar,2023-11-03
TXN_5739806,Granizado,3,4.0,12.0,Tarjeta Crédito,Restaurante,2023-09-18
TXN_9228978,Café,5,2.0,10.0,Nequi/Daviplata,Restaurante,2023-02-09
TXN_5897205,Galleta,1,1.0,1.0,,Restaurante,2023-06-10
TXN_1556652,Torta,5,3.0,15.0,Nequi/Daviplata,ERROR,2023-04-06
TXN_8608765,Ensalada,4,5.0,20.0,Tarjeta Crédito,,2023-09-02
TXN_8764825,Granizado,3,4.0,12.0,Efectivo,,
TXN_7353972,DESCONOCIDO,4,3.0,12.0,Efectivo,Restaurante,2023-02-02
TXN_1124753,Ensalada,4,5.0,20.0,Nequi/Daviplata,Restaurante,2023-10-19
TXN_9410981,Galleta,2,1.0,2.0,,Para llevar,2023-02-07
TXN_9349962,,4,4.0,16.0,,Restaurante,DESCONOCIDO
TXN_7611120,Jugo,2,3.0,6.0,Efectivo,Para llevar,2023-03-30
TXN_2106959,Sandwich,5,4.0,20.0,Nequi/Daviplata,DESCONOCIDO,2023-09-05
TXN_2237115,Café,1,2.0,2.0,,Para llevar,2023-01-13
TXN_6836137,Torta,4,3.0,12.0,,Restaurante,2023-08-30
TXN_6316959,Te,2,1.5,3.0,Efectivo,Restaurante,2023-11-10
TXN_2265984,Galleta,5,1.0,5.0,Tarjeta Crédito,Para llevar,2023-10-18
TXN_6352917,Ensalada,5,5.0,DESCONOCIDO,Efectivo,DESCONOCIDO,2023-05-05
TXN_9564123,Torta,4,3.0,12.0,Tarjeta Crédito,,2023-03-23
TXN_3946544,Torta,5,3.0,15.0,Tarjeta Crédito,,
TXN_1123138,Ensalada,1,5.0,5.0,Efectivo,Restaurante,2023-02-10
TXN_9212503,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-10-08
TXN_1921262,Sandwich,,4.0,8.0,ERROR,ERROR,2023-11-24
TXN_1259824,Galleta,,1.0,5.0,Nequi/Daviplata,Para llevar,2023-04-29
TXN_6868049,Jugo,5,3.0,15.0,Nequi/Daviplata,,DESCONOCIDO
TXN_2806243,Ensalada,4,5.0,20.0,Nequi/Daviplata,Para llevar,2023-01-14
TXN_9759896,Te,4,1.5,6.0,,DESCONOCIDO,2023-12-02
TXN_7560807,Ensalada,2,5.0,10.0,Tarjeta Crédito,,2023-04-16
TXN_3286932,Galleta,1,1.0,1.0,Nequi/Daviplata,Para llevar,2023-07-11
TXN_3481470,Ensalada,4,5.0,20.0,Tarjeta Crédito,Restaurante,2023-12-24
TXN_9907327,Ensalada,ERROR,5.0,10.0,Tarjeta Crédito,ERROR,2023-10-07
TXN_3469469,Galleta,1,1.0,1.0,Nequi/Daviplata,Restaurante,2023-10-25
TXN_2681833,DESCONOCIDO,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-10-05
TXN_3179966,Te,2,1.5,3.0,Nequi/Daviplata,,2023-05-27
TXN_9289174,Torta,ERROR,,12.0,Nequi/Daviplata,Restaurante,2023-12-30
TXN_3629351,Torta,1,3.0,3.0,Nequi/Daviplata,,2023-07-21
TXN_3142836,Torta,2,3.0,6.0,Efectivo,,2023-11-01
TXN_4998786,Torta,5,3.0,15.0,Tarjeta Crédito,Para llevar,2023-10-25
TXN_7228816,Ensalada,1,ERROR,5.0,,Restaurante,2023-04-21
TXN_6904590,Café,4,2.0,8.0,Tarjeta Crédito,,2023-02-19
TXN_2126408,Galleta,3,1.0,3.0,Efectivo,Para llevar,2023-10-19
TXN_8664315,Ensalada,2,5.0,10.0,Efectivo,,2023-08-14
TXN_8958593,Jugo,5,3.0,15.0,Nequi/Daviplata,Restaurante,2023-07-08
TXN_2383598,Sandwich,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-09-19
TXN_2211685,Granizado,1,4.0,4.0,Tarjeta Crédito,Restaurante,2023-06-06
TXN_1503602,Te,5,1.5,7.5,Nequi/Daviplata,,2023-12-16
TXN_2962976,Jugo,DESCONOCIDO,3.0,ERROR,,,2023-03-17
TXN_8716752,Jugo,1,3.0,3.0,,Restaurante,2023-12-05
TXN_4266787,Jugo,4,,12.0,Tarjeta Crédito,Para llevar,2023-01-12
TXN_5933480,Sandwich,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-09-04
TXN_8255965,Jugo,,3.0,6.0,,Restaurante,2023-11-16
TXN_4364091,Granizado,1,4.0,4.0,ERROR,Para llevar,2023-04-14
TXN_9203920,,4,3.0,12.0,,Para llevar,2023-11-01
TXN_8964812,Ensalada,4,,20.0,Nequi/Daviplata,,2023-10-14
TXN_6721531,Te,4,1.5,6.0,,Restaurante,2023-03-06
TXN_5447508,Sandwich,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-06-28
TXN_5686113,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-09-09
TXN_9239779,Ensalada,1,5.0,5.0,Efectivo,DESCONOCIDO,2023-01-09
TXN_9265319,Ensalada,3,5.0,15.0,Efectivo,,2023-11-15
TXN_9265313,Torta,3,3.0,9.0,,Restaurante,2023-10-01
TXN_3397609,Granizado,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-07-22
TXN_9347203,Sandwich,5,4.0,20.0,Efectivo,Restaurante,2023-04-15
TXN_2132186,Ensalada,1,5.0,5.0,Tarjeta Crédito,,2023-02-01
TXN_3383926,Torta,3,3.0,9.0,Efectivo,Para llevar,2023-07-08
TXN_6905718,Ensalada,5,5.0,25.0,Tarjeta Crédito,Restaurante,2023-02-20
TXN_3130548,Galleta,4,1.0,4.0,,Para llevar,2023-08-21
TXN_9356512,Ensalada,,5.0,15.0,Tarjeta Crédito,,2023-06-06
TXN_7993951,Te,2,1.5,3.0,Nequi/Daviplata,Para llevar,2023-12-14
TXN_6362093,,3,2.0,6.0,,,2023-03-19
TXN_4876440,Galleta,3,1.0,3.0,,Para llevar,2023-07-01
TXN_9323513,Torta,3,3.0,9.0,,Para llevar,2023-05-04
TXN_9097641,Torta,4,3.0,12.0,Efectivo,Para llevar,2023-12-16
TXN_1775884,Jugo,4,3.0,12.0,Efectivo,,2023-10-08
TXN_8536115,Torta,1,3.0,3.0,Tarjeta Crédito,Para llevar,2023-07-11
TXN_8032010,Te,1,1.5,1.5,Efectivo,,2023-06-14
TXN_2915281,Galleta,1,1.0,1.0,Nequi/Daviplata,Restaurante,2023-07-01
